topic_id,title,url,difficulty,company_tags
8,Convert Sorted Array to Binary Search Tree,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/,Easy,"Amazon, Meta"
8,Convert Sorted List to Binary Search Tree,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree/,Medium,"Amazon, Google"
8,Binary Search Tree Iterator,https://leetcode.com/problems/binary-search-tree-iterator/,Medium,"Meta, Amazon"
8,Recover Binary Search Tree,https://leetcode.com/problems/recover-binary-search-tree/,Medium,"Amazon, Microsoft"
8,Trim a Binary Search Tree,https://leetcode.com/problems/trim-a-binary-search-tree/,Medium,"Amazon, Google"
8,Find Bottom Left Tree Value,https://leetcode.com/problems/find-bottom-left-tree-value/,Medium,"Amazon, Meta"
8,Find Largest Value in Each Tree Row,https://leetcode.com/problems/find-largest-value-in-each-tree-row/,Medium,"Amazon, Google"
8,Balanced Binary Tree,https://leetcode.com/problems/balanced-binary-tree/,Easy,"Amazon, Meta"
8,Minimum Depth of Binary Tree,https://leetcode.com/problems/minimum-depth-of-binary-tree/,Easy,"Amazon, Apple"
8,Sum Root to Leaf Numbers,https://leetcode.com/problems/sum-root-to-leaf-numbers/,Medium,"Meta, Amazon"
9,Max Area of Island,https://leetcode.com/problems/max-area-of-island/,Medium,"Amazon, Meta"
9,Surrounded Regions,https://leetcode.com/problems/surrounded-regions/,Medium,"Amazon, Google"
9,As Far from Land as Possible,https://leetcode.com/problems/as-far-from-land-as-possible/,Medium,"Meta, Amazon"
9,Shortest Bridge,https://leetcode.com/problems/shortest-bridge/,Medium,"Amazon, Microsoft"
9,Course Schedule II,https://leetcode.com/problems/course-schedule-ii/,Medium,"Amazon, Google, Meta"
10,Min Cost Climbing Stairs,https://leetcode.com/problems/min-cost-climbing-stairs/,Easy,"Amazon, Apple"
10,House Robber III,https://leetcode.com/problems/house-robber-iii/,Medium,"Amazon, Google"
10,Longest Palindromic Subsequence,https://leetcode.com/problems/longest-palindromic-subsequence/,Medium,"Amazon, Meta"
10,Best Time to Buy and Sell Stock II,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/,Medium,"Amazon, Microsoft"
10,Best Time to Buy and Sell Stock III,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/,Hard,"Amazon, Meta"
10,Best Time to Buy and Sell Stock IV,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/,Hard,"Amazon, Google"
10,Best Time to Buy and Sell Stock with Cooldown,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/,Medium,"Meta, Amazon"
10,Best Time to Buy and Sell Stock with Transaction Fee,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/,Medium,"Amazon, Meta"
10,Russian Doll Envelopes,https://leetcode.com/problems/russian-doll-envelopes/,Hard,"Google, Amazon"
10,Perfect Squares,https://leetcode.com/problems/perfect-squares/,Medium,"Amazon, Microsoft"
1,Add Binary,https://leetcode.com/problems/add-binary/,Easy,"Meta, Apple"
1,Multiply Strings,https://leetcode.com/problems/multiply-strings/,Medium,"Meta, Amazon"
1,Divide Two Integers,https://leetcode.com/problems/divide-two-integers/,Medium,"Amazon, Google"
1,Fraction to Recurring Decimal,https://leetcode.com/problems/fraction-to-recurring-decimal/,Medium,"Google, Amazon"
1,Excel Sheet Column Title,https://leetcode.com/problems/excel-sheet-column-title/,Easy,"Amazon, Meta"
1,Excel Sheet Column Number,https://leetcode.com/problems/excel-sheet-column-number/,Easy,"Meta, Amazon"
1,Factorial Trailing Zeroes,https://leetcode.com/problems/factorial-trailing-zeroes/,Medium,"Microsoft, Google"
1,Add Digits,https://leetcode.com/problems/add-digits/,Easy,"Amazon, Apple"
1,Water and Jug Problem,https://leetcode.com/problems/water-and-jug-problem/,Medium,"Google, Amazon"
1,Max Points on a Line,https://leetcode.com/problems/max-points-on-a-line/,Hard,"Apple, Amazon"
2,Combination Sum IV,https://leetcode.com/problems/combination-sum-iv/,Medium,"Google, Amazon"
2,Different Ways to Add Parentheses,https://leetcode.com/problems/different-ways-to-add-parentheses/,Medium,"Apple, Amazon"
2,Word Break II,https://leetcode.com/problems/word-break-ii/,Hard,"Meta, Amazon"
2,Remove Invalid Parentheses,https://leetcode.com/problems/remove-invalid-parentheses/,Hard,"Meta, Google"
2,Zuma Game,https://leetcode.com/problems/zuma-game/,Hard,"Google, Amazon"
2,24 Game,https://leetcode.com/problems/24-game/,Hard,"Google, Amazon"
2,Stickers to Spell Word,https://leetcode.com/problems/stickers-to-spell-word/,Hard,"Meta, Amazon"
2,Find Unique Binary String,https://leetcode.com/problems/find-unique-binary-string/,Medium,"Amazon, Microsoft"
2,Maximum Length of a Concatenated String with Unique Characters,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters/,Medium,"Amazon, Microsoft"
2,Combinations II,https://leetcode.com/problems/combinations-ii/,Medium,"Amazon, Google"
3,Text Justification,https://leetcode.com/problems/text-justification/,Hard,"Amazon, Google"
3,Insert Delete GetRandom O(1),https://leetcode.com/problems/insert-delete-getrandom-o1/,Medium,"Amazon, Meta"
3,Insert Delete GetRandom O(1) - Duplicates allowed,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed/,Hard,"Amazon, LinkedIn"
3,Substring with Concatenation of All Words,https://leetcode.com/problems/substring-with-concatenation-of-all-words/,Hard,"Amazon, Apple"
3,Trapping Rain Water II,https://leetcode.com/problems/trapping-rain-water-ii/,Hard,"Amazon, Google"
3,Maximum Average Subarray I,https://leetcode.com/problems/maximum-average-subarray-i/,Easy,"Amazon, Meta"
3,Maximum Points You Can Obtain from Cards,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/,Medium,"Google, Amazon"
3,Subarray Sums Divisible by K,https://leetcode.com/problems/subarray-sums-divisible-by-k/,Medium,"Amazon, Microsoft"
3,Continuous Subarray Sum,https://leetcode.com/problems/continuous-subarray-sum/,Medium,"Meta, Amazon"
3,Longest Subarray of 1s After Deleting One Element,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element/,Medium,"Amazon, Google"
4,Find the Duplicate Number,https://leetcode.com/problems/find-the-duplicate-number/,Medium,"Amazon, Microsoft"
4,Maximum Profit in Job Scheduling,https://leetcode.com/problems/maximum-profit-in-job-scheduling/,Hard,"Amazon, Google"
4,Search in a Sorted Array of Unknown Size,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size/,Medium,"Amazon, Meta"
4,Kth Missing Positive Number,https://leetcode.com/problems/kth-missing-positive-number/,Easy,"Meta, Amazon"
4,Minimum Number of Days to Make m Bouquets,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets/,Medium,"Google, Amazon"
4,Find K Closest Elements,https://leetcode.com/problems/find-k-closest-elements/,Medium,"Meta, Amazon"
4,H-Index II,https://leetcode.com/problems/h-index-ii/,Medium,"Amazon, Google"
4,Find Right Interval,https://leetcode.com/problems/find-right-interval/,Medium,"Google, Amazon"
4,Minimum Limit of Balls in a Bag,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag/,Medium,"Amazon, Meta"
4,Single Element in a Sorted Array,https://leetcode.com/problems/single-element-in-a-sorted-array/,Medium,"Amazon, Microsoft"
5,Remove Nth Node From End of List,https://leetcode.com/problems/remove-nth-node-from-end-of-list/,Medium,"Amazon, Meta"
5,Remove Linked List Elements,https://leetcode.com/problems/remove-linked-list-elements/,Easy,"Amazon, Apple"
5,Design Skiplist,https://leetcode.com/problems/design-skiplist/,Hard,"Amazon, Google"
5,Merge In Between Linked Lists,https://leetcode.com/problems/merge-in-between-linked-lists/,Medium,"Amazon, Meta"
7,Design Front Middle Back Queue,https://leetcode.com/problems/design-front-middle-back-queue/,Medium,"Amazon, Google"
5,Swapping Nodes in a Linked List,https://leetcode.com/problems/swapping-nodes-in-a-linked-list/,Medium,"Amazon, Meta"
5,Split Linked List in Parts,https://leetcode.com/problems/split-linked-list-in-parts/,Medium,"Amazon, Google"
5,Next Greater Node In Linked List,https://leetcode.com/problems/next-greater-node-in-linked-list/,Medium,"Amazon, Microsoft"
5,Flatten a Multilevel Doubly Linked List,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list/,Medium,"Amazon, Google"
5,Linked List Components,https://leetcode.com/problems/linked-list-components/,Medium,"Google, Meta"
6,Evaluate Reverse Polish Notation,https://leetcode.com/problems/evaluate-reverse-polish-notation/,Medium,"Amazon, Meta"
6,Basic Calculator III,https://leetcode.com/problems/basic-calculator-iii/,Hard,"Amazon, Google"
6,Daily Temperatures,https://leetcode.com/problems/daily-temperatures/,Medium,"Amazon, Meta"
10,Online Stock Span,https://leetcode.com/problems/online-stock-span/,Medium,"Amazon, Google"
10,Simplify Path,https://leetcode.com/problems/simplify-path/,Medium,"Amazon, Meta"
6,Min Max Stack Construction,https://leetcode.com/problems/min-stack/,Medium,"Amazon, Google"
8,Verify Preorder Serialization of a Binary Tree,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree/,Medium,"Amazon, Meta"
6,Mini Parser,https://leetcode.com/problems/mini-parser/,Medium,"Amazon, Google"
6,132 Pattern,https://leetcode.com/problems/132-pattern/,Medium,"Amazon, Meta"
6,Remove K Digits,https://leetcode.com/problems/remove-k-digits/,Medium,"Amazon, Microsoft"
7,Sliding Window Median,https://leetcode.com/problems/sliding-window-median/,Hard,"Amazon, Google"
7,Find Median from Data Stream,https://leetcode.com/problems/find-median-from-data-stream/,Hard,"Amazon, Meta"
7,Task Scheduler,https://leetcode.com/problems/task-scheduler/,Medium,"Amazon, Meta"
7,Reorganize String,https://leetcode.com/problems/reorganize-string/,Medium,"Amazon, Google"
7,K Closest Points to Origin,https://leetcode.com/problems/k-closest-points-to-origin/,Medium,"Amazon, Meta"
7,Minimum Cost to Hire K Workers,https://leetcode.com/problems/minimum-cost-to-hire-k-workers/,Hard,"Amazon, Google"
7,Kth Largest Element in a Stream,https://leetcode.com/problems/kth-largest-element-in-a-stream/,Easy,"Amazon, Meta"
7,Top K Frequent Elements,https://leetcode.com/problems/top-k-frequent-elements/,Medium,"Amazon, Meta"
7,Top K Frequent Words,https://leetcode.com/problems/top-k-frequent-words/,Medium,"Amazon, Google"
5,Merge k Sorted Lists,https://leetcode.com/problems/merge-k-sorted-lists/,Hard,"Amazon, Meta"
8,Binary Tree Maximum Path Sum,https://leetcode.com/problems/binary-tree-maximum-path-sum/,Hard,"Amazon, Meta"
8,Serialize and Deserialize Binary Tree,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/,Hard,"Amazon, Meta"
9,Word Ladder,https://leetcode.com/problems/word-ladder/,Hard,"Amazon, Meta"
9,Word Ladder II,https://leetcode.com/problems/word-ladder-ii/,Hard,"Amazon, Google"
8,Minimum Height Trees,https://leetcode.com/problems/minimum-height-trees/,Medium,"Amazon, Google"
9,Course Schedule,https://leetcode.com/problems/course-schedule/,Medium,"Amazon, Meta"
9,Course Schedule II,https://leetcode.com/problems/course-schedule-ii/,Medium,"Amazon, Meta"
9,Course Schedule III,https://leetcode.com/problems/course-schedule-iii/,Hard,"Amazon, Google"
9,Alien Dictionary,https://leetcode.com/problems/alien-dictionary/,Hard,"Amazon, Meta"
8,Graph Valid Tree,https://leetcode.com/problems/graph-valid-tree/,Medium,"Amazon, Meta"
9,Walls and Gates,https://leetcode.com/problems/walls-and-gates/,Medium,"Amazon, Meta"
9,Shortest Distance from All Buildings,https://leetcode.com/problems/shortest-distance-from-all-buildings/,Hard,"Amazon, Meta"
9,Number of Connected Components in an Undirected Graph,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/,Medium,"Amazon, Google"
9,Redundant Connection II,https://leetcode.com/problems/redundant-connection-ii/,Hard,"Amazon, Meta"
9,Accounts Merge,https://leetcode.com/problems/accounts-merge/,Medium,"Amazon, Meta"
9,Longest Increasing Path in a Matrix,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/,Hard,"Google, Amazon"
9,Sequence Reconstruction,https://leetcode.com/problems/sequence-reconstruction/,Medium,"Amazon, Google"
9,Optimize Water Distribution in a Village,https://leetcode.com/problems/optimize-water-distribution-in-a-village/,Hard,"Google, Amazon"
9,Path With Minimum Effort,https://leetcode.com/problems/path-with-minimum-effort/,Medium,"Amazon, Google"
9,Cheapest Flights Within K Stops,https://leetcode.com/problems/cheapest-flights-within-k-stops/,Medium,"Amazon, Google"
10,Min Cost Climbing Stairs,https://leetcode.com/problems/min-cost-climbing-stairs/,Easy,"Amazon, Meta"
10,House Robber II,https://leetcode.com/problems/house-robber-ii/,Medium,"Amazon, Google"
10,House Robber III,https://leetcode.com/problems/house-robber-iii/,Medium,"Amazon, Meta"
10,Decode Ways,https://leetcode.com/problems/decode-ways/,Medium,"Amazon, Meta"
10,Coin Change,https://leetcode.com/problems/coin-change/,Medium,"Amazon, Meta"
10,Coin Change II,https://leetcode.com/problems/coin-change-ii/,Medium,"Amazon, Google"
10,Maximum Product Subarray,https://leetcode.com/problems/maximum-product-subarray/,Medium,"Amazon, Meta"
10,Word Break,https://leetcode.com/problems/word-break/,Medium,"Amazon, Meta"
10,Uncrossed Lines,https://leetcode.com/problems/uncrossed-lines/,Medium,"Amazon, Google"
10,Longest Arithmetic Subsequence,https://leetcode.com/problems/longest-arithmetic-subsequence/,Medium,"Amazon, Meta"
1,Integer to Roman,https://leetcode.com/problems/integer-to-roman/,Medium,"Amazon, Apple"
1,Number of Boomerangs,https://leetcode.com/problems/number-of-boomerangs/,Medium,"Google, Meta"
1,Complex Number Multiplication,https://leetcode.com/problems/complex-number-multiplication/,Medium,"Amazon, Microsoft"
1,Optimal Division,https://leetcode.com/problems/optimal-division/,Medium,"Amazon, Google"
1,Valid Square,https://leetcode.com/problems/valid-square/,Medium,"Meta, Amazon"
1,Minimum Moves to Equal Array Elements,https://leetcode.com/problems/minimum-moves-to-equal-array-elements/,Medium,"Microsoft, Google"
1,Minimum Moves to Equal Array Elements II,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/,Medium,"Amazon, Meta"
1,Valid Triangle Number,https://leetcode.com/problems/valid-triangle-number/,Medium,"Google, Amazon"
1,Bulb Switcher,https://leetcode.com/problems/bulb-switcher/,Medium,"Apple, Microsoft"
1,Integer Break,https://leetcode.com/problems/integer-break/,Medium,"Amazon, Meta"
2,Non-decreasing Subsequences,https://leetcode.com/problems/non-decreasing-subsequences/,Medium,"Amazon, Google"
2,Construct the Lexicographically Largest Valid Sequence,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence/,Medium,"Microsoft, Meta"
2,Find Array Given Subset Sums,https://leetcode.com/problems/find-array-given-subset-sums/,Hard,"Google, Amazon"
2,Permutation Sequence,https://leetcode.com/problems/permutation-sequence/,Hard,"Amazon, Meta"
2,Beautiful Arrangement II,https://leetcode.com/problems/beautiful-arrangement-ii/,Medium,"Google, Microsoft"
2,Maximum Score Words Formed by Letters,https://leetcode.com/problems/maximum-score-words-formed-by-letters/,Hard,"Amazon, Meta"
2,Path with Maximum Gold,https://leetcode.com/problems/path-with-maximum-gold/,Medium,"Google, Amazon"
2,Word Pattern II,https://leetcode.com/problems/word-pattern-ii/,Medium,"Meta, Apple"
2,Flip Game II,https://leetcode.com/problems/flip-game-ii/,Medium,"Google, Amazon"
2,Generalized Abbreviation,https://leetcode.com/problems/generalized-abbreviation/,Medium,"Amazon, Meta"
3,Wiggle Sort,https://leetcode.com/problems/wiggle-sort/,Medium,"Google, Amazon"
3,Wiggle Sort II,https://leetcode.com/problems/wiggle-sort-ii/,Medium,"Meta, Google"
3,Find the Celebrity,https://leetcode.com/problems/find-the-celebrity/,Medium,"Amazon, Meta"
3,Shortest Word Distance,https://leetcode.com/problems/shortest-word-distance/,Easy,"Microsoft, Amazon"
3,Shortest Word Distance II,https://leetcode.com/problems/shortest-word-distance-ii/,Medium,"Google, Meta"
3,Shortest Word Distance III,https://leetcode.com/problems/shortest-word-distance-iii/,Medium,"Amazon, Google"
3,Minimum Number of Arrows to Burst Balloons,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/,Medium,"Meta, Amazon"
3,Teemo Attacking,https://leetcode.com/problems/teemo-attacking/,Easy,"Amazon, Apple"
3,Can Place Flowers,https://leetcode.com/problems/can-place-flowers/,Easy,"Google, Microsoft"
3,Non-decreasing Array,https://leetcode.com/problems/non-decreasing-array/,Medium,"Meta, Amazon"
4,Kth Smallest Number in Multiplication Table,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table/,Hard,"Google, Amazon"
4,Find K-th Smallest Pair Distance,https://leetcode.com/problems/find-k-th-smallest-pair-distance/,Hard,"Amazon, Meta"
4,Split Array Largest Sum,https://leetcode.com/problems/split-array-largest-sum/,Hard,"Google, Amazon"
4,Minimize Max Distance to Gas Station,https://leetcode.com/problems/minimize-max-distance-to-gas-station/,Hard,"Meta, Google"
4,Valid Triangle Number,https://leetcode.com/problems/valid-triangle-number/,Medium,"Amazon, Apple"
4,Search in a Sorted Array of Unknown Size,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size/,Medium,"Meta, Amazon"
4,Find Peak Element,https://leetcode.com/problems/find-peak-element/,Medium,"Google, Microsoft"
4,Find First and Last Position of Element in Sorted Array,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/,Medium,"Amazon, Meta"
4,H-Index,https://leetcode.com/problems/h-index/,Medium,"Amazon, Google"
4,Search a 2D Matrix II,https://leetcode.com/problems/search-a-2d-matrix-ii/,Medium,"Amazon, Meta"
5,Reverse Nodes in k-Group,https://leetcode.com/problems/reverse-nodes-in-k-group/,Hard,"Amazon, Meta"
5,Copy List with Random Pointer,https://leetcode.com/problems/copy-list-with-random-pointer/,Medium,"Amazon, Google"
5,Sort List,https://leetcode.com/problems/sort-list/,Medium,"Microsoft, Meta"
5,Reorder List,https://leetcode.com/problems/reorder-list/,Medium,"Amazon, Apple"
5,Insertion Sort List,https://leetcode.com/problems/insertion-sort-list/,Medium,"Google, Amazon"
5,Partition List,https://leetcode.com/problems/partition-list/,Medium,"Amazon, Meta"
5,Remove Duplicates from Sorted List II,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/,Medium,"Meta, Microsoft"
5,Rotate List,https://leetcode.com/problems/rotate-list/,Medium,"Amazon, Google"
5,Swap Nodes in Pairs,https://leetcode.com/problems/swap-nodes-in-pairs/,Medium,"Apple, Amazon"
5,Merge k Sorted Lists,https://leetcode.com/problems/merge-k-sorted-lists/,Hard,"Amazon, Meta"
10,Maximal Rectangle,https://leetcode.com/problems/maximal-rectangle/,Hard,"Google, Amazon"
6,Largest Rectangle in Histogram,https://leetcode.com/problems/largest-rectangle-in-histogram/,Hard,"Amazon, Meta"
10,Remove Duplicate Letters,https://leetcode.com/problems/remove-duplicate-letters/,Medium,"Google, Microsoft"
6,132 Pattern,https://leetcode.com/problems/132-pattern/,Medium,"Amazon, Meta"
6,Evaluate Reverse Polish Notation,https://leetcode.com/problems/evaluate-reverse-polish-notation/,Medium,"Meta, Apple"
6,Basic Calculator,https://leetcode.com/problems/basic-calculator/,Hard,"Google, Amazon"
6,Basic Calculator II,https://leetcode.com/problems/basic-calculator-ii/,Medium,"Amazon, Meta"
6,Decode String,https://leetcode.com/problems/decode-string/,Medium,"Google, Microsoft"
10,Next Greater Element II,https://leetcode.com/problems/next-greater-element-ii/,Medium,"Amazon, Meta"
6,Asteroid Collision,https://leetcode.com/problems/asteroid-collision/,Medium,"Google, Amazon"
7,Sliding Window Maximum,https://leetcode.com/problems/sliding-window-maximum/,Hard,"Amazon, Meta"
7,Find Median from Data Stream,https://leetcode.com/problems/find-median-from-data-stream/,Hard,"Google, Amazon"
7,Top K Frequent Elements,https://leetcode.com/problems/top-k-frequent-elements/,Medium,"Amazon, Meta"
9,Trapping Rain Water II,https://leetcode.com/problems/trapping-rain-water-ii/,Hard,"Google, Amazon"
7,Kth Smallest Element in a Sorted Matrix,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/,Medium,"Meta, Microsoft"
5,Smallest Range Covering Elements from K Lists,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists/,Hard,"Amazon, Google"
7,Reorganize String,https://leetcode.com/problems/reorganize-string/,Medium,"Amazon, Apple"
7,Minimum Cost to Hire K Workers,https://leetcode.com/problems/minimum-cost-to-hire-k-workers/,Hard,"Google, Meta"
7,K Closest Points to Origin,https://leetcode.com/problems/k-closest-points-to-origin/,Medium,"Amazon, Meta"
7,Last Stone Weight,https://leetcode.com/problems/last-stone-weight/,Easy,"Amazon, Google"
8,Recover Binary Search Tree,https://leetcode.com/problems/recover-binary-search-tree/,Medium,"Amazon, Meta"
5,Populating Next Right Pointers in Each Node,https://leetcode.com/problems/populating-next-right-pointers-in-each-node/,Medium,"Google, Microsoft"
5,Populating Next Right Pointers in Each Node II,https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii/,Medium,"Amazon, Meta"
8,Flatten Binary Tree to Linked List,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/,Medium,"Meta, Google"
8,Construct Binary Tree from Preorder and Inorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/,Medium,"Amazon, Apple"
8,Construct Binary Tree from Inorder and Postorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/,Medium,"Amazon, Microsoft"
8,Binary Tree Maximum Path Sum,https://leetcode.com/problems/binary-tree-maximum-path-sum/,Hard,"Meta, Amazon"
8,Serialize and Deserialize Binary Tree,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/,Hard,"Google, Amazon"
8,Binary Tree Cameras,https://leetcode.com/problems/binary-tree-cameras/,Hard,"Amazon, Meta"
8,Vertical Order Traversal of a Binary Tree,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/,Hard,"Meta, Google"
9,Word Ladder,https://leetcode.com/problems/word-ladder/,Hard,"Amazon, Meta"
9,Word Ladder II,https://leetcode.com/problems/word-ladder-ii/,Hard,"Google, Amazon"
9,Number of Islands,https://leetcode.com/problems/number-of-islands/,Medium,"Amazon, Meta"
9,Surrounded Regions,https://leetcode.com/problems/surrounded-regions/,Medium,"Google, Microsoft"
9,Clone Graph,https://leetcode.com/problems/clone-graph/,Medium,"Amazon, Meta"
9,Course Schedule,https://leetcode.com/problems/course-schedule/,Medium,"Meta, Apple"
9,Course Schedule II,https://leetcode.com/problems/course-schedule-ii/,Medium,"Amazon, Google"
8,Graph Valid Tree,https://leetcode.com/problems/graph-valid-tree/,Medium,"Meta, Amazon"
9,Number of Connected Components in an Undirected Graph,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/,Medium,"Google, Amazon"
9,Alien Dictionary,https://leetcode.com/problems/alien-dictionary/,Hard,"Amazon, Meta"
10,Regular Expression Matching,https://leetcode.com/problems/regular-expression-matching/,Hard,"Google, Amazon"
10,Wildcard Matching,https://leetcode.com/problems/wildcard-matching/,Hard,"Meta, Amazon"
10,Distinct Subsequences,https://leetcode.com/problems/distinct-subsequences/,Hard,"Amazon, Google"
10,Edit Distance,https://leetcode.com/problems/edit-distance/,Medium,"Amazon, Meta"
10,Interleaving String,https://leetcode.com/problems/interleaving-string/,Medium,"Apple, Microsoft"
10,Scramble String,https://leetcode.com/problems/scramble-string/,Hard,"Google, Amazon"
10,Maximal Square,https://leetcode.com/problems/maximal-square/,Medium,"Amazon, Meta"
10,Burst Balloons,https://leetcode.com/problems/burst-balloons/,Hard,"Google, Amazon"
8,Minimum Path Sum,https://leetcode.com/problems/minimum-path-sum/,Medium,"Amazon, Meta"
10,Triangle,https://leetcode.com/problems/triangle/,Medium,"Amazon, Apple"
